trip_id,arrival_time,departure_time,stop_id,stop_sequence
T_8906_20260220,11:18:00,11:21:00,STOP_BO2,3
T_8906_20260220,11:47:00,11:49:00,STOP_F__,4
T_8906_20260220,12:25:00,12:27:00,STOP_PD_,5
T_8906_20260220,12:42:00,12:44:00,STOP_VEM,6
T_8906_20260220,12:55:00,,STOP_VSL,7
T_8907_20260220,,07:23:00,STOP_UDN,0
T_8907_20260220,07:58:00,08:00:00,STOP_PNE,1
T_8907_20260220,08:21:00,08:23:00,STOP_CON,2
T_8907_20260220,08:43:00,08:45:00,STOP_TVC,3
T_8907_20260220,09:08:00,09:20:00,STOP_VEM,4
T_8907_20260220,09:33:00,09:35:00,STOP_PD_,5
T_8907_20260220,10:09:00,10:11:00,STOP_F__,6
T_8907_20260220,10:39:00,10:42:00,STOP_BO2,7
T_8907_20260220,11:20:00,11:28:00,STOP_SMN,8
T_8907_20260220,12:54:00,12:57:00,STOP_RTB,9
T_8907_20260220,13:05:00,13:30:00,STOP_RMT,10
T_8907_20260220,14:48:00,,STOP_NAC,11
T_8924_20260220,,06:55:00,STOP_RMT,0
T_8924_20260220,07:02:00,07:05:00,STOP_RTB,1
T_8924_20260220,08:31:00,08:39:00,STOP_SMN,2
T_8924_20260220,09:18:00,09:21:00,STOP_BO2,3
T_8924_20260220,09:47:00,09:49:00,STOP_F__,4
T_8924_20260220,10:25:00,10:27:00,STOP_PD_,5
T_8924_20260220,10:42:00,10:44:00,STOP_VEM,6
T_8924_20260220,10:55:00,,STOP_VSL,7
T_8953_20260220,,06:42:00,STOP_BLZ,0
T_8953_20260220,07:11:00,07:13:00,STOP_TCN,1
T_8953_20260220,07:25:00,07:27:00,STOP_RVR,2
T_8953_20260220,08:10:00,08:22:00,STOP_VPN,3
T_8953_20260220,09:14:00,09:17:00,STOP_BO2,4
T_8953_20260220,09:54:00,10:03:00,STOP_SMN,5
T_8953_20260220,11:40:00,,STOP_RMT,6
T_8971_20260220,,07:16:00,STOP_UDN,0
T_8971_20260220,07:47:00,07:49:00,STOP_PNE,1
T_8971_20260220,08:09:00,08:11:00,STOP_CON,2
T_8971_20260220,08:29:00,08:31:00,STOP_TVC,3
T_8971_20260220,08:55:00,09:09:00,STOP_VEM,4
T_8971_20260220,09:24:00,09:26:00,STOP_PD_,5
T_8971_20260220,09:42:00,09:44:00,STOP_VIC,6
T_8971_20260220,10:10:00,10:12:00,STOP_VPN,7
T_8971_20260220,10:31:00,10:33:00,STOP_DSG,8
T_8971_20260220,10:47:00,10:49:00,STOP_BSC,9
T_8971_20260220,11:25:00,,STOP_MC_,10
T_8973_20260220,,07:35:00,STOP_MC_,0
T_8973_20260220,08:11:00,08:13:00,STOP_BSC,1
T_8973_20260220,08:31:00,08:33:00,STOP_PSY,2
T_8973_20260220,08:47:00,08:49:00,STOP_VPN,3
T_8973_20260220,09:15:00,09:17:00,STOP_VIC,4
T_8973_20260220,09:32:00,09:34:00,STOP_PD_,5
T_8973_20260220,09:52:00,09:54:00,STOP_VEM,6
T_8973_20260220,10:03:00,,STOP_VSL,7
T_8974_20260220,,07:57:00,STOP_VSL,0
T_8974_20260220,08:07:00,08:09:00,STOP_VEM,1
T_8974_20260220,08:24:00,08:26:00,STOP_PD_,2
T_8974_20260220,08:42:00,08:44:00,STOP_VIC,3
T_8974_20260220,09:10:00,09:12:00,STOP_VPN,4
T_8974_20260220,09:24:00,09:26:00,STOP_PSY,5
T_8974_20260220,09:47:00,09:49:00,STOP_BSC,6
T_8974_20260220,10:25:00,,STOP_MC_,7
T_8977_20260220,,09:35:00,STOP_MC_,0
T_8977_20260220,10:11:00,10:13:00,STOP_BSC,1
T_8977_20260220,10:25:00,10:27:00,STOP_DSG,2
T_8977_20260220,10:47:00,10:49:00,STOP_VPN,3
T_8977_20260220,11:15:00,11:17:00,STOP_VIC,4
T_8977_20260220,11:32:00,11:34:00,STOP_PD_,5
T_8977_20260220,11:52:00,11:54:00,STOP_VEM,6
T_8977_20260220,12:03:00,,STOP_VSL,7
T_9904_20260220,,05:40:00,STOP_RMT,0
T_9904_20260220,05:47:00,05:50:00,STOP_RTB,1
T_9904_20260220,07:17:00,07:25:00,STOP_SMN,2
T_9904_20260220,08:03:00,08:06:00,STOP_BO2,3
T_9904_20260220,08:28:00,08:30:00,STOP_AAV,4
T_9904_20260220,09:09:00,09:11:00,STOP_RG_,5
T_9904_20260220,09:20:00,09:30:00,STOP_MC_,6
T_9904_20260220,10:18:00,10:20:00,STOP_OUE,7
T_9904_20260220,10:30:00,,STOP_TOP,8
T_9908_20260220,,05:14:00,STOP_NAC,0
T_9908_20260220,05:27:00,05:29:00,STOP_NAF,1
T_9908_20260220,06:30:00,06:40:00,STOP_RMT,2
T_9908_20260220,06:45:00,06:48:00,STOP_RTB,3
T_9908_20260220,08:17:00,08:25:00,STOP_SMN,4
T_9908_20260220,09:03:00,09:06:00,STOP_BO2,5
T_9908_20260220,09:28:00,09:30:00,STOP_AAV,6
T_9908_20260220,10:20:00,10:30:00,STOP_MC_,7
T_9908_20260220,10:41:00,10:43:00,STOP_RRO,8
T_9908_20260220,11:24:00,11:26:00,STOP_OUE,9
T_9908_20260220,11:35:00,,STOP_TOP,10
T_9919_20260220,,07:30:00,STOP_TOP,0
T_9919_20260220,07:38:00,07:40:00,STOP_OUE,1
T_9919_20260220,08:30:00,08:40:00,STOP_MC_,2
T_9919_20260220,08:48:00,08:50:00,STOP_RG_,3
T_9919_20260220,09:26:00,09:28:00,STOP_AAV,4
T_9919_20260220,09:54:00,09:57:00,STOP_BO2,5
T_9919_20260220,10:35:00,10:43:00,STOP_SMN,6
T_9919_20260220,12:19:00,12:30:00,STOP_RMT,7
T_9919_20260220,13:27:00,13:29:00,STOP_NAF,8
T_9919_20260220,13:48:00,,STOP_NAC,9
T_9923_20260220,,08:30:00,STOP_TOP,0
T_9923_20260220,08:38:00,08:40:00,STOP_OUE,1
T_9923_20260220,09:30:00,09:40:00,STOP_MC_,2
T_9923_20260220,09:48:00,09:50:00,STOP_RG_,3
T_9923_20260220,10:26:00,10:28:00,STOP_AAV,4
T_9923_20260220,10:54:00,10:57:00,STOP_BO2,5
T_9923_20260220,11:35:00,11:43:00,STOP_SMN,6
T_9923_20260220,13:07:00,13:10:00,STOP_RTB,7
T_9923_20260220,13:24:00,,STOP_RMT,8
T_9928_20260220,,06:50:00,STOP_BAC,0
T_9928_20260220,07:10:00,07:12:00,STOP_ML_,1
T_9928_20260220,07:18:00,07:20:00,STOP_BIG,2
T_9928_20260220,07:26:00,07:28:00,STOP_TR_,3
T_9928_20260220,07:35:00,07:37:00,STOP_BLT,4
T_9928_20260220,08:06:00,08:15:00,STOP_FG_,5
T_9928_20260220,09:18:00,09:20:00,STOP_BEN,6
T_9928_20260220,10:12:00,10:14:00,STOP_CEA,7
T_9928_20260220,11:30:00,11:40:00,STOP_RMT,8
T_9928_20260220,13:17:00,13:25:00,STOP_SMN,9
T_9928_20260220,14:03:00,14:06:00,STOP_BO2,10
T_9928_20260220,14:33:00,14:35:00,STOP_AAV,11
T_9928_20260220,15:20:00,15:30:00,STOP_MC_,12
T_9928_20260220,15:41:00,15:43:00,STOP_RRO,13
T_9928_20260220,16:29:00,16:31:00,STOP_OUE,14
T_9928_20260220,16:40:00,,STOP_TOP,15
T_9941_20260220,,06:47:00,STOP_BSC,0
T_9941_20260220,07:30:00,07:45:00,STOP_MC_,1
T_9941_20260220,08:49:00,08:52:00,STOP_BO2,2
T_9941_20260220,10:49:00,10:52:00,STOP_RTB,3
T_9941_20260220,11:00:00,,STOP_RMT,4
T_9967_20260220,,06:15:00,STOP_MC_,0
T_9967_20260220,06:23:00,06:25:00,STOP_RG_,1
T_9967_20260220,09:24:00,09:41:00,STOP_RMT,2
T_9967_20260220,10:36:00,10:38:00,STOP_NAF,3
T_9967_20260220,10:58:00,,STOP_NAC,4
T_9969_20260220,,06:45:00,STOP_MC_,0
T_9969_20260220,07:49:00,07:52:00,STOP_BO2,1
T_9969_20260220,09:50:00,09:53:00,STOP_RTB,2
T_9969_20260220,10:05:00,,STOP_RMT,3
T_9971_20260220,,06:00:00,STOP_TOP,0
T_9971_20260220,06:08:00,06:10:00,STOP_OUE,1
T_9971_20260220,06:57:00,07:15:00,STOP_MC_,2
T_9971_20260220,07:23:00,07:25:00,STOP_RG_,3
T_9971_20260220,10:25:00,10:40:00,STOP_RMT,4
T_9971_20260220,11:38:00,11:40:00,STOP_NAF,5
T_9971_20260220,12:03:00,12:20:00,STOP_NAC,6
T_9971_20260220,13:02:00,,STOP_SAL,7
T_9974_20260220,,07:40:00,STOP_NAC,0
T_9974_20260220,07:53:00,07:55:00,STOP_NAF,1
T_9974_20260220,08:51:00,09:05:00,STOP_RMT,2
T_9974_20260220,11:08:00,11:11:00,STOP_BO2,3
T_9974_20260220,12:15:00,,STOP_MC_,4
T_9998_20260220,,06:05:00,STOP_GB_,0
T_9998_20260220,06:10:00,06:12:00,STOP_G__,1
T_9998_20260220,08:05:00,08:15:00,STOP_MC_,2
T_9998_20260220,08:23:00,08:25:00,STOP_RG_,3
T_9998_20260220,11:25:00,11:40:00,STOP_RMT,4
T_9998_20260220,12:39:00,12:41:00,STOP_NAF,5
T_9998_20260220,12:58:00,,STOP_NAC,6
